Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Value,CV (%)
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,192,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,46,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,30,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,118,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,425,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,205,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,274,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,248,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,317,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,26,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,28,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,74,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,230,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,124,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,234,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,185,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,103,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,11,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,10,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,60,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,157,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,102,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,106,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,155,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,49,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,9,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,21,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,73,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,151,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,98,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,121,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,188,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,120,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,19,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,32,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,90,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,129,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,79,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,109,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,96,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,59,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,8,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,27,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,69,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,211,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,81,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,312,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,121,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,66,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,32,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,26,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,99,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,301,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,194,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,139,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,338,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,107,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,24,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,19,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,38,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,133,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,72,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,177,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,115,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,55,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,19,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,13,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,81,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,173,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,112,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,69,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,261,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,100,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,36,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,27,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,87,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,260,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,125,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,242,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,324,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,97,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,14,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,15,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,88,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,142,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,132,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,141,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,263,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,76,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,41,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,13,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,90,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,444,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,339,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,134,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,563,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,135,41
